Id,CreationDate,Score,ViewCount,Tags,AnswerCount,CommentCount,FavoriteCount
"89084","2021-02-08 00:49:45","0","9","<discriminant-analysis>","0","0",""
"89093","2021-02-08 07:05:40","0","114","<feature-selection><variance>","2","3",""
"89096","2021-02-08 08:26:59","1","15","<keras><tensorflow><text-generation>","0","0",""
"89100","2021-02-08 09:28:05","0","21","<python><time-series><forecasting>","0","0",""
"89103","2021-02-08 10:31:32","0","23","<deep-learning><neural-network><cnn>","1","0",""
"89106","2021-02-08 11:40:30","0","24","<computer-vision><f1score><semantic-segmentation>","1","0",""
"89108","2021-02-08 12:14:49","1","96","<neural-network><cnn><image-classification><convolutional-neural-network>","2","0",""
"89112","2021-02-08 12:54:13","0","28","<classification><feature-selection><correlation><chi-square-test>","1","0",""
"89113","2021-02-08 13:00:05","1","68","<keras><tensorflow><regression><loss-function>","0","0",""
"89120","2021-02-08 17:14:41","0","56","<regression><statistics><feature-selection><linear-regression><statsmodels>","2","0",""
"89121","2021-02-08 17:47:04","1","47","<machine-learning><tensorflow><loss>","1","0",""
"89122","2021-02-08 17:55:31","1","27","<classification><feature-selection><correlation>","1","0",""
"89123","2021-02-08 18:11:15","0","15","<lstm><rnn>","0","0",""
"89127","2021-02-08 21:26:23","0","7","<machine-learning><clustering><k-means>","0","0",""
"89131","2021-02-09 03:15:37","1","10","<random-forest><bootstraping>","0","0","1"
"89132","2021-02-09 04:20:01","2","101","<classification><class-imbalance><sampling>","2","0","1"
"89133","2021-02-09 04:54:46","2","31","<deep-learning><neural-network><classification><softmax>","0","6","1"
"89135","2021-02-09 05:08:51","0","14","<feature-selection>","0","0",""
"89141","2021-02-09 08:35:04","0","20","<keras><tensorflow><cnn><pytorch>","1","1",""
"89142","2021-02-09 09:05:25","0","31","<deep-learning><keras><tensorflow><optimization><metric>","1","0","1"
"89143","2021-02-09 09:05:41","0","42","<machine-learning><python><regression>","2","0",""
"89144","2021-02-09 09:08:06","0","14","<python><pandas>","1","0",""
"89148","2021-02-09 10:39:31","0","27","<python><logistic-regression><cross-validation>","2","0",""
"89150","2021-02-09 11:34:49","2","15","<machine-learning><time-series><lstm><statistics>","0","0",""
"89156","2021-02-09 13:09:45","0","13","<machine-learning><neural-network><classification><machine-learning-model><graph-neural-network>","0","0",""
"89159","2021-02-09 15:24:31","0","14","<machine-learning><scikit-learn><regression>","1","0",""
"89160","2021-02-09 15:43:38","0","26","<machine-learning><validation>","1","2",""
"89164","2021-02-09 16:06:32","3","32","<deep-learning>","0","3",""
"89165","2021-02-09 16:12:27","-1","91","<loss-function><pytorch>","1","2",""
"89169","2021-02-09 16:24:27","1","32","<word-embeddings><topic-model><lda>","0","2",""
"89171","2021-02-09 16:52:29","0","98","<r><aggregation>","1","0",""
"89173","2021-02-09 17:57:39","0","48","<deep-learning><image-classification><feature-engineering><convolution><mlops>","1","0",""
"89176","2021-02-09 19:11:07","1","26","<neural-network><computer-vision><object-detection>","0","0",""
"89180","2021-02-09 21:33:59","5","273","<machine-learning><evaluation><roc>","2","1","1"
"89187","2021-02-10 07:12:10","1","60","<nlp><lstm><named-entity-recognition>","1","0","1"
"89188","2021-02-10 07:15:33","1","19","<python><bert><text-classification>","0","0",""
"89193","2021-02-10 09:51:19","0","31","<machine-learning><loss-function><multiclass-classification>","0","3",""
"89194","2021-02-10 10:55:12","1","50","<scikit-learn><hyperparameter-tuning>","1","3",""
"89195","2021-02-10 11:02:02","0","29","<clustering><k-means><feature-scaling><geospatial><dbscan>","0","0",""
"89198","2021-02-10 12:43:39","2","42","<keras><tensorflow><python-3.x>","1","1",""
"89200","2021-02-10 14:02:02","0","25","<orange><ranking><features><chi-square-test><anova>","0","0",""
"89201","2021-02-10 14:33:34","0","147","<keras><time-series><cnn><explainable-ai>","1","0",""
"89205","2021-02-10 16:28:33","0","78","<loss-function><pytorch>","0","0",""
"89206","2021-02-10 16:41:54","0","10","<bigdata>","0","0",""
"89207","2021-02-10 17:30:52","1","111","<keras><image-segmentation>","1","0",""
"89210","2021-02-10 19:36:56","0","7","<feature-selection><random-forest><cross-validation><ensemble-learning><bagging>","0","0",""
"89211","2021-02-10 19:51:57","0","15","<classification><named-entity-recognition><ocr>","0","0",""
"89212","2021-02-10 19:54:10","0","20","<machine-learning><data-mining><predictive-modeling><data>","0","0",""
"89213","2021-02-10 20:29:23","1","27","<loss-function><gbm><h2o>","0","0",""
"89214","2021-02-10 20:57:55","0","9","<optimization><word2vec><learning-rate>","0","0",""
"89215","2021-02-10 22:31:50","1","100","<machine-learning><deep-learning><classification><time-series><cnn>","0","0",""
"89217","2021-02-11 01:23:29","0","31","<machine-learning><python><scikit-learn><preprocessing><data-imputation>","0","0",""
"89218","2021-02-11 01:45:18","0","9","<machine-learning><regression><predictive-modeling><activation-function>","0","1",""
"89219","2021-02-11 02:17:51","0","16","<machine-learning><gpu>","0","0",""
"89221","2021-02-11 03:10:55","3","31","<word-embeddings><nlp><bert><named-entity-recognition><spacy>","0","1",""
"89222","2021-02-11 03:11:52","0","18","<tensorflow>","0","0",""
"89225","2021-02-11 05:04:43","4","93","<neural-network><training><correlation>","1","2","1"
"89226","2021-02-11 06:25:17","1","100","<deep-learning><cnn><convolutional-neural-network>","1","0",""
"89230","2021-02-11 08:11:29","1","12","<machine-learning><deep-learning><nlp>","0","0",""
"89231","2021-02-11 08:31:07","0","60","<python><dataframe><scoring>","0","0","1"
"89232","2021-02-11 08:47:38","1","17","<time-series><regression><dataset>","1","0",""
"89233","2021-02-11 08:52:10","1","15","<deep-learning><audio-recognition><audio-separation>","1","0",""
"89235","2021-02-11 10:12:59","0","19","<machine-learning><tensorflow>","1","1",""
"89242","2021-02-11 11:14:12","1","19","<machine-learning><neural-network><svm><computer-vision>","0","0",""
"89243","2021-02-11 11:30:41","1","21","<keras><regression><image-recognition>","2","2",""
"89245","2021-02-11 13:46:05","0","319","<python><pandas>","2","1",""
"89250","2021-02-11 16:59:11","1","42","<time-series><cross-validation>","0","0",""
"89251","2021-02-11 17:13:50","0","27","<machine-learning><python><scikit-learn><cross-validation><grid-search>","0","0",""
"89253","2021-02-11 17:21:23","0","32","<machine-learning><deep-learning><tensorflow><image-classification>","0","0",""
"89254","2021-02-11 18:28:31","0","33","<scikit-learn><preprocessing><categorical-encoding>","0","0",""
"89255","2021-02-11 19:02:10","1","46","<deep-learning><computer-vision><pytorch><transfer-learning><inceptionresnetv2>","1","0",""
"89256","2021-02-11 19:24:31","0","13","<machine-learning><classification>","0","0",""
"89257","2021-02-11 19:29:34","1","250","<python><keras><tensorflow><time-series><forecasting>","2","0","1"
"89263","2021-02-11 21:37:03","0","18","<tableau>","0","0",""
"89264","2021-02-11 21:57:08","1","14","<cross-validation><hyperparameter-tuning><hyperparameter><parameter>","0","0","1"
"89266","2021-02-11 23:36:42","0","22","<machine-learning>","1","0",""
"89272","2021-02-12 03:17:05","0","45","<clustering>","1","3",""
"89275","2021-02-12 05:08:41","0","16","<keras><scikit-learn><tensorflow><nlp><text-classification>","0","0",""
"89276","2021-02-12 07:23:52","1","33","<dataset><machine-translation>","1","0",""
"89278","2021-02-12 11:04:58","0","18","<cost-function>","0","1",""
"89279","2021-02-12 11:24:48","0","11","<python><pandas>","1","0",""
"89280","2021-02-12 11:53:14","2","43","<python><keras><tensorflow><image-preprocessing><data-augmentation>","0","0","1"
"89283","2021-02-12 12:20:37","0","6","<clustering><statistics><variance>","0","0",""
"89285","2021-02-12 13:06:04","1","23","<python><pandas>","1","1","1"
"89290","2021-02-12 15:01:06","-1","25","<regression><data-analysis>","1","3","1"
"89295","2021-02-12 15:44:07","1","33","<pandas><dataframe>","2","0",""
"89297","2021-02-12 16:44:24","0","13","<deep-learning><neural-network><keras><recommender-system><matrix-factorisation>","0","0",""
"89298","2021-02-12 16:52:41","1","13","<deep-learning><keras><ann>","1","1",""
"89299","2021-02-12 17:28:46","1","38","<logistic-regression><gradient-descent><softmax>","1","0",""
"89300","2021-02-12 17:56:41","3","117","<statistics><data-science-model><hypothesis-testing><non-parametric>","2","3","2"
"89303","2021-02-12 19:06:14","0","55","<machine-learning><autoencoder>","0","1",""
"89307","2021-02-12 20:41:17","0","21","<machine-learning><predictive-modeling><cross-validation>","1","0",""
"89308","2021-02-12 20:44:15","1","99","<statistics><descriptive-statistics><inference><pvalue>","1","0","1"
"89313","2021-02-13 04:18:13","0","202","<keras><tensorflow><image-classification><image-preprocessing><data-augmentation>","1","0",""
"89316","2021-02-13 08:47:42","1","289","<tensorflow>","1","0",""
"89317","2021-02-13 09:03:42","1","34","<neural-network><convolutional-neural-network><gpu>","0","0","1"
"89318","2021-02-13 09:31:25","0","23","<clustering><agglomerative>","1","0",""
"89323","2021-02-13 12:49:21","2","15","<machine-learning><machine-learning-model><validation>","0","0",""
"89326","2021-02-13 17:05:12","0","82","<python><keras><tensorflow><bayesian>","1","0",""
"89330","2021-02-13 17:32:06","-1","25","<time-series><clustering><unsupervised-learning><sequential-pattern-mining>","1","0",""
"89331","2021-02-13 17:49:10","2","21","<machine-learning><statistics>","1","0",""
"89340","2021-02-14 01:09:56","0","61","<scikit-learn><epochs>","0","0",""
"89344","2021-02-14 05:08:43","1","62","<machine-learning><python><scikit-learn><pandas><pca>","1","0","1"
"89345","2021-02-14 05:50:41","0","31","<machine-learning><statistics><xgboost><machine-learning-model>","1","1",""
"89347","2021-02-14 06:37:29","0","30","<loss-function><pytorch><vae>","0","0",""
"89348","2021-02-14 07:04:18","0","24","<pandas><statistics>","0","0",""
"89350","2021-02-14 08:50:01","0","13","<neural-network><word-embeddings><word2vec><theory>","0","0",""
"89351","2021-02-14 09:46:01","0","22","<classification><r><svm>","1","0",""
"89352","2021-02-14 10:42:24","4","257","<deep-learning><nlp><lstm><sentiment-analysis>","3","0","1"
"89357","2021-02-14 11:40:02","0","172","<neural-network><bert><transformer><transfer-learning><sequence-to-sequence>","1","0",""
"89360","2021-02-14 16:11:41","1","29","<machine-learning><loss-function>","0","0",""
"89362","2021-02-14 17:15:54","4","52","<machine-learning><recommender-system><word-embeddings><embeddings>","0","3",""
"89371","2021-02-14 21:07:14","2","39","<machine-learning><metric><performance>","2","0",""
"89372","2021-02-14 21:12:49","0","19","<r>","0","1",""
"89373","2021-02-14 21:25:54","0","36","<keras><tensorflow><pretraining><model-serialization>","1","0",""
"89376","2021-02-15 00:13:51","0","49","<neural-network><tensorflow><time-series><lstm><rnn>","1","2",""
"89379","2021-02-15 07:44:39","1","69","<machine-learning><training><recommender-system><matrix-factorisation>","1","0",""
"89380","2021-02-15 09:25:06","1","15","<machine-learning-model>","0","0",""
"89381","2021-02-15 10:01:54","0","11","<regression><methodology>","0","0",""
"89382","2021-02-15 10:03:58","1","14","<machine-learning><statistics><normalization>","0","2",""
"89384","2021-02-15 11:34:15","1","52","<machine-learning><semi-supervised-learning>","1","0",""
"89386","2021-02-15 12:18:00","1","44","<gpu><nvidia>","1","0",""
"89390","2021-02-15 14:10:52","2","39","<computer-vision><convolutional-neural-network><object-detection><efficiency><semantic-segmentation>","0","0",""
"89391","2021-02-15 14:29:51","1","23","<neural-network><tensorflow>","1","0","1"
"89392","2021-02-15 14:53:10","0","46","<python><pandas>","1","2",""
"89398","2021-02-15 15:21:15","0","23","<machine-learning><neural-network><mnist>","0","0",""
"89401","2021-02-15 17:08:05","1","19","<deep-learning><gan><finance>","0","0",""
"89403","2021-02-15 08:01:52","1","90","<deep-learning><image>","1","0",""
"89406","2021-02-15 18:40:19","0","17","<machine-learning><neural-network><active-learning>","0","1",""
"89408","2021-02-15 19:27:41","0","37","<pytorch><implementation><code>","0","0","1"
"89414","2021-02-15 21:13:14","1","23","<cnn><dimensionality-reduction><pruning>","0","0","1"
"89416","2021-02-15 23:06:29","0","39","<python><classification><statistics><feature-selection><correlation>","1","0",""
"89420","2021-02-16 00:02:24","0","13","<neural-network><activation-function>","1","0",""
"89421","2021-02-16 01:57:43","0","21","<feature-selection>","0","0",""
"89425","2021-02-16 07:27:02","0","22","<python><topic-model><automatic-summarization><information-extraction>","0","0",""
"89426","2021-02-16 07:45:53","0","17","<deep-learning><tensorflow><nlp><python-3.x>","1","0",""
"89428","2021-02-16 07:55:38","0","59","<machine-learning><scikit-learn><hyperparameter-tuning><imbalance>","1","0",""
"89435","2021-02-16 08:45:51","1","68","<nlp><python-3.x><information-retrieval><search-engine>","1","0",""
"89438","2021-02-16 10:03:55","3","30","<convolutional-neural-network><correlation><convolution>","1","0","1"
"89439","2021-02-16 10:15:25","0","17","<random-forest><xgboost><missing-data>","0","0",""
"89440","2021-02-16 10:17:31","0","41","<privacy>","1","1",""
"89443","2021-02-16 11:57:24","-2","270","<python><pandas><aws>","1","0",""
"89444","2021-02-16 12:00:42","0","51","<machine-learning><regression><statistics><k-nn>","0","0",""
"89446","2021-02-16 13:09:41","0","12","<statistics><dropout><ridge-regression>","0","0",""
"89447","2021-02-16 14:11:51","0","19","<machine-learning><python><pandas><groupby>","0","4",""
"89448","2021-02-16 14:26:27","1","22","<neural-network><activation-function><theory>","1","0",""
"89449","2021-02-16 14:44:56","1","31","<scikit-learn><random-forest><machine-learning-model><confidence>","1","0",""
"89451","2021-02-16 15:51:50","1","56","<scikit-learn><data-analysis><python-3.x><descriptive-statistics>","1","2",""
"89455","2021-02-16 17:28:22","3","115","<classification><decision-trees>","2","0",""
"89456","2021-02-16 18:11:10","0","47","<word-embeddings><text>","1","0",""
"89457","2021-02-16 18:21:05","1","3600","<keras><tensorflow><dataset>","1","0","1"
"89458","2021-02-16 18:21:24","0","32","<clustering>","0","4",""
"89460","2021-02-16 19:32:53","1","34","<classification><model-selection>","1","0",""
"89466","2021-02-16 21:27:23","0","40","<machine-learning><python><classification><matlab>","0","6",""
"89473","2021-02-17 01:41:43","1","62","<scikit-learn><kernel>","1","0",""
"89475","2021-02-17 03:48:10","2","62","<time-series><missing-data>","1","2","1"
"89481","2021-02-17 09:14:10","-1","219","<opencv><anaconda>","1","0",""
"89483","2021-02-17 09:26:39","1","36","<neural-network><cross-validation><hyperparameter-tuning>","1","2",""
"89498","2021-02-17 14:02:16","1","120","<tensorflow>","1","0","1"
"89503","2021-02-17 16:55:05","1","12","<deep-learning><keras><embeddings>","1","0",""
"89506","2021-02-17 18:09:03","3","84","<machine-learning><reinforcement-learning><dynamic-programming>","1","0",""
"89507","2021-02-17 18:36:37","2","141","<python><features><explainable-ai><shap><isolation-forest>","0","4",""
"89511","2021-02-17 21:31:27","0","1671","<python><scikit-learn><data><preprocessing><colab>","1","0",""
"89513","2021-02-17 23:33:10","0","23","<machine-learning><machine-learning-model><computer-vision>","1","0",""
"89515","2021-02-18 00:41:18","0","29","<deep-learning><convolutional-neural-network><autoencoder>","0","1",""
"89517","2021-02-18 01:26:17","0","54","<classification><nlp><image-classification><similar-documents>","0","4",""
"89518","2021-02-18 02:15:27","0","38","<keras><learning-rate><sgd>","1","0",""
"89522","2021-02-18 08:35:52","0","32","<feature-selection><preprocessing><pca>","2","0","1"
"89524","2021-02-18 09:19:25","1","32","<deep-learning><training><batch-normalization>","0","0",""
"89526","2021-02-18 10:30:42","0","24","<keras><tensorflow><convolutional-neural-network><gan><generative-models>","0","0",""
"89527","2021-02-18 10:58:24","0","325","<keras><tensorflow><convolutional-neural-network><autoencoder>","1","0",""
"89528","2021-02-18 11:18:24","0","13","<neural-network><vae>","0","0",""
"89530","2021-02-18 11:28:53","0","29","<neural-network><graphs>","1","0",""
"89534","2021-02-18 13:57:03","0","16","<dataset><clustering><data-analysis>","1","0",""
"89536","2021-02-18 14:08:17","0","15","<tableau>","0","0",""
"89537","2021-02-18 14:28:05","0","25","<time-series><regression><lstm><anomaly-detection>","1","0",""
"89539","2021-02-18 14:53:46","-2","52","<scikit-learn><regression><data><svm><prediction>","3","0",""
"89542","2021-02-18 15:46:06","0","77","<tfidf>","2","7",""
"89545","2021-02-18 16:50:49","0","32","<keras><regression><multiclass-classification><probability><beginner>","0","0",""
"89552","2021-02-18 18:23:14","0","25","<r><data><monte-carlo>","0","0",""
"89553","2021-02-18 18:29:40","0","31","<predictive-modeling><xgboost><categorical-data>","1","0",""
"89555","2021-02-18 18:47:28","0","105","<machine-learning><data-mining><data-science-model><pattern-recognition>","2","0",""
"89561","2021-02-18 20:30:03","1","27","<machine-learning><neural-network><word-embeddings><nlp>","1","0",""
"89563","2021-02-18 21:13:06","1","48","<scikit-learn><unsupervised-learning><anomaly-detection><gridsearchcv><isolation-forest>","1","0",""
"89567","2021-02-18 23:55:00","1","29","<statistics><probability><bayesian><classifier>","1","0","2"
"89568","2021-02-19 00:24:39","0","93","<machine-learning><perceptron>","0","0",""
"89575","2021-02-19 02:56:08","4","77","<machine-learning><neural-network><classification><nlp>","3","0",""
"89576","2021-02-19 03:14:43","0","74","<machine-learning>","0","15",""
"89577","2021-02-19 03:37:41","0","25","<classification><feature-selection><feature-engineering>","1","0",""
"89579","2021-02-19 04:10:54","0","20","<classification><random-forest><xgboost><class-imbalance><cost-function>","0","1",""
"89580","2021-02-19 05:20:53","1","24","<machine-learning><time-series><forecasting><forecast>","0","0",""
"89581","2021-02-19 05:27:44","-1","70","<python><pandas><dataframe>","1","1",""
"89582","2021-02-19 06:03:00","0","72","<machine-translation>","1","0",""
"89583","2021-02-19 06:43:45","0","67","<keras><text>","0","0",""
"89584","2021-02-19 07:30:47","2","42","<machine-learning><python><classification><machine-learning-model><boosting>","1","0","1"
"89585","2021-02-19 08:15:18","1","9","<neural-network><predictive-modeling><prediction>","0","0",""
"89588","2021-02-19 09:39:59","1","12","<python><time-series>","0","0",""
"89590","2021-02-19 09:58:55","0","18","<pytorch><backpropagation>","0","0",""
"89593","2021-02-19 10:30:42","0","62","<tensorflow><gpu><cuda>","0","0",""
"89594","2021-02-19 10:37:33","0","24","<time-series>","1","2",""
"89596","2021-02-19 11:41:46","1","16","<machine-learning><python><preprocessing><anomaly-detection>","0","3",""
"89597","2021-02-19 12:12:23","0","160","<neural-network><loss-function><pytorch><prediction><multilabel-classification>","2","6",""
"89599","2021-02-19 13:06:38","0","13","<python><keras><tensorflow>","0","0",""
"89600","2021-02-19 13:21:11","0","428","<python><keras><tensorflow><cnn>","2","2",""
"89605","2021-02-19 13:54:23","0","88","<python><scikit-learn><pandas><evaluation><wikipedia>","1","1",""
"89607","2021-02-19 14:27:03","1","39","<machine-learning><deep-learning><time-series><lstm><data-science-model>","1","0",""
"89608","2021-02-19 14:40:10","2","10","<tensorflow><openai-gpt>","1","0",""
"89609","2021-02-19 14:41:56","1","27","<sql>","1","3",""
"89610","2021-02-19 14:59:22","1","29","<pandas>","1","0",""
"89611","2021-02-19 15:23:39","1","14","<statistics>","0","0",""
"89616","2021-02-19 17:05:52","2","15","<scikit-learn><clustering>","0","0",""
"89617","2021-02-19 17:18:45","1","10","<machine-learning><transfer-learning><features><domain-adaptation>","0","0",""
"89618","2021-02-19 17:27:59","1","143","<scikit-learn><clustering>","2","0",""
"89619","2021-02-19 17:38:26","1","20","<machine-learning><scikit-learn><multiclass-classification><matplotlib>","0","1",""
"89620","2021-02-19 18:04:40","0","39","<machine-learning><gradient-descent>","1","0",""
"89621","2021-02-19 18:12:06","0","15","<keras><tensorflow>","0","0",""
"89630","2021-02-19 21:43:34","1","51","<normalization><transformer><gradient>","1","0",""
"89632","2021-02-19 23:55:50","0","16","<keras><tensorflow><lstm><transfer-learning>","0","0",""
"89635","2021-02-20 02:28:45","0","28","<keras><cnn><image-classification><machine-learning-model>","1","1",""
"89636","2021-02-20 02:47:02","0","87","<classification><decision-trees><classifier>","2","0",""
"89638","2021-02-20 04:32:11","0","38","<classification><nlp><named-entity-recognition><text-classification>","0","0",""
"89639","2021-02-20 04:47:29","0","20","<machine-learning>","2","0",""
"89640","2021-02-20 06:14:17","0","49","<career>","2","0",""
"89641","2021-02-20 06:16:05","0","25","<pandas><algorithms><numpy>","0","0",""
"89656","2021-02-20 14:00:07","1","33","<clustering><k-means><pca><normalization>","0","4",""
"89657","2021-02-20 14:49:40","0","30","<bootstraping>","0","0",""
"89658","2021-02-20 15:07:08","1","52","<regression>","2","0",""
"89661","2021-02-20 15:35:47","1","19","<xgboost><feature-engineering>","0","2",""
"89662","2021-02-20 16:15:06","-1","22","<data-analysis>","1","1",""
"89664","2021-02-20 17:58:05","1","19","<time-series><hypothesis-testing>","0","2",""
"89665","2021-02-20 18:03:00","0","23","<python><decision-trees><boosting><lightgbm><catboost>","0","1",""
"89667","2021-02-20 18:17:21","0","25","<deep-learning><neural-network><accuracy><performance><loss>","0","11",""
"89668","2021-02-20 18:56:42","0","69","<machine-learning><time-series><feature-selection><feature-engineering><supervised-learning>","0","11",""
"89670","2021-02-20 19:49:09","1","19","<parameter-estimation>","1","0",""
"89671","2021-02-20 19:56:59","0","7","<loss-function><mini-batch-gradient-descent><learning-rate>","0","0",""
"89672","2021-02-20 20:23:22","2","43","<machine-learning><python><classification><scikit-learn><multiclass-classification>","0","0",""
"89673","2021-02-20 20:29:28","0","46","<machine-learning><svm><feature-scaling><svr>","1","1",""
"89674","2021-02-20 21:10:34","3","34","<machine-learning><image-recognition><image-preprocessing>","0","0",""
"89675","2021-02-20 21:20:03","1","40","<nlp>","1","0",""
"89676","2021-02-20 22:06:50","0","16","<machine-learning><python><keras><lstm><ensemble-modeling>","0","0",""
"89677","2021-02-20 22:24:06","0","15","<logistic-regression><feature-engineering><text-classification><interpretation>","0","1",""
"89679","2021-02-21 00:10:38","1","38","<machine-learning><classification><feature-selection><feature-engineering><confusion-matrix>","1","0",""
"89680","2021-02-21 00:20:06","0","14","<machine-learning><grid-search><gridsearchcv>","0","1",""
"89682","2021-02-21 00:32:48","0","9","<machine-learning><classification><dataset>","0","0",""
"89683","2021-02-21 01:57:43","0","32","<matplotlib>","1","0",""
"89684","2021-02-21 02:18:22","0","439","<bert><text-classification>","1","0",""
"89685","2021-02-21 02:33:57","0","13","<machine-learning><random-forest><grid-search><gridsearchcv>","0","1",""
"89686","2021-02-21 03:08:41","0","32","<machine-learning><python><nlp><information-extraction><knowledge-graph>","0","0",""
"89687","2021-02-21 04:12:32","0","23","<machine-learning><statistics><class-imbalance>","1","0",""
"89688","2021-02-21 06:09:22","0","28","<machine-learning><reinforcement-learning>","1","0",""
"89690","2021-02-21 07:24:16","0","23","<machine-learning><neural-network><cnn><supervised-learning><image-segmentation>","1","0",""
"89691","2021-02-21 07:36:28","2","39","<word-embeddings>","0","0",""
"89692","2021-02-21 07:56:07","1","1015","<python><pandas><data-analysis><seaborn>","1","0",""
"89696","2021-02-21 10:19:37","1","41","<machine-learning><classification><dataset><data-analysis>","1","1",""
"89697","2021-02-21 10:30:09","0","14","<python>","0","0",""
"89700","2021-02-21 11:36:29","-1","94","<machine-learning><deep-learning><keras><tensorflow><convolutional-neural-network>","1","0",""
"89703","2021-02-21 13:21:39","2","39","<machine-learning><neural-network><gradient-descent><optimization><momentum>","1","0",""
"89707","2021-02-21 13:56:20","0","31","<classification><embeddings>","0","2",""
"89708","2021-02-21 14:36:03","1","62","<statistics><normalization><feature-scaling><data-analysis>","1","0",""
"89712","2021-02-21 16:00:58","2","65","<deep-learning><reinforcement-learning><q-learning><convergence><generalization>","1","1",""
"89717","2021-02-21 16:55:57","0","27","<python><scikit-learn><predictive-modeling><data><numpy>","2","0",""
"89720","2021-02-21 18:16:33","0","31","<bigdata><apache-spark><clustering>","0","0",""
"89721","2021-02-21 20:25:32","0","21","<machine-learning><feature-engineering>","0","1",""
"89722","2021-02-21 20:48:41","4","403","<keras><tensorflow><convolutional-neural-network><autoencoder><vae>","0","0",""
"89723","2021-02-21 21:11:08","0","15","<machine-learning><deep-learning>","1","0",""
"89725","2021-02-21 21:52:23","0","16","<neural-network><convolutional-neural-network><convolution><backpropagation>","0","0",""
"89726","2021-02-21 21:55:49","0","44","<class-imbalance><imbalanced-learn>","1","2",""
"89729","2021-02-22 02:29:35","1","19","<nlp><bert><search-engine>","0","1",""
"89733","2021-02-22 07:45:00","0","25","<neural-network><cnn><graphs><graph-neural-network>","1","0",""
"89734","2021-02-22 08:13:35","1","22","<machine-learning><python><scikit-learn><multiclass-classification><naive-bayes-classifier>","1","0",""
"89736","2021-02-22 08:54:36","0","39","<keras><tensorflow><unsupervised-learning><rnn>","0","7",""
"89741","2021-02-22 11:13:45","0","10","<machine-learning><data-cleaning><arima>","0","0",""
"89743","2021-02-22 12:36:53","1","28","<neural-network><convolutional-neural-network><convolution><backpropagation>","0","1",""
"89744","2021-02-22 13:47:10","0","16","<neural-network><time-series><regression>","1","0",""
"89747","2021-02-22 14:26:25","2","25","<regression><data-mining><linear-regression><data-cleaning>","0","2",""
"89748","2021-02-22 15:14:26","1","41","<machine-learning><regression><kernel><gaussian-process>","0","0",""
"89752","2021-02-22 15:45:54","2","63","<deep-learning><books>","1","2",""
"89754","2021-02-22 17:16:03","0","15","<machine-learning><time-series><machine-learning-model><training>","0","0","1"
"89755","2021-02-22 17:34:24","0","92","<machine-learning><time-series><feature-selection><training><supervised-learning>","1","4",""
"89756","2021-02-22 17:34:51","0","22","<machine-learning><nlp><pandas><text-mining><text-classification>","1","0",""
"89757","2021-02-22 17:42:40","1","15","<python><gensim><tokenization>","1","0",""
"89760","2021-02-22 18:36:25","0","22","<tensorflow><python-3.x>","1","0",""
"89761","2021-02-22 19:06:35","0","20","<statistics>","0","0",""
"89765","2021-02-22 20:06:42","0","14","<neural-network><activation-function>","0","0",""
"89768","2021-02-22 20:42:31","0","12","<preprocessing><text-classification><methodology>","0","1",""
"89776","2021-02-23 02:23:53","0","343","<keras><convolutional-neural-network>","1","3",""
"89778","2021-02-23 04:56:00","0","79","<python><keras><tensorflow><nlp>","1","1",""
"89779","2021-02-23 05:35:18","0","34","<machine-learning><regression>","1","3",""
"89781","2021-02-23 07:02:50","0","16","<python><nlp>","1","0",""
"89782","2021-02-23 07:02:56","0","44","<python><class-imbalance>","1","1",""
"89785","2021-02-23 10:00:14","0","12","<python><nlp><named-entity-recognition><language-model>","0","0",""
"89789","2021-02-23 10:35:10","0","13","<time-series><clustering><dimensionality-reduction>","0","0",""
"89790","2021-02-23 10:42:20","0","33","<machine-learning><python><scikit-learn><svm><matlab>","0","3",""
"89791","2021-02-23 10:45:16","0","27","<graphs><community>","0","2",""
"89792","2021-02-23 10:58:35","0","14","<r><dimensionality-reduction><metadata><julia>","0","0",""
"89796","2021-02-23 12:19:05","0","189","<python><scikit-learn><statsmodels>","1","0",""
"89798","2021-02-23 12:40:36","1","36","<regression><random-forest><feature-engineering>","1","0","0"
"89799","2021-02-23 12:46:17","1","44","<time-series><lstm><rnn><sequence-to-sequence>","1","0",""
"89800","2021-02-23 13:12:23","1","19","<deep-learning><correlation><convolution><mathematics>","0","0","1"
"89802","2021-02-23 14:05:16","1","12","<deep-learning><convolutional-neural-network>","0","1",""
"89803","2021-02-23 14:15:18","1","37","<scikit-learn><decision-trees><pipelines><pruning>","1","0",""
"89804","2021-02-23 14:20:50","0","38","<machine-learning><neural-network><tensorflow><regression><distance>","0","3",""
"89817","2021-02-23 16:52:48","3","222","<logistic-regression><data-science-model><optimization><two-step>","1","2",""
"89818","2021-02-23 18:09:14","1","29","<machine-learning><python><neural-network><keras><tensorflow>","1","0",""
"89819","2021-02-23 18:39:55","0","18","<python><tensorflow><pytorch><normalization><bert>","1","0","1"
"89820","2021-02-23 19:01:34","1","51","<clustering><statistics><descriptive-statistics>","1","8",""
"89823","2021-02-23 20:26:11","3","23","<machine-learning><classification><xgboost>","1","0",""
"89824","2021-02-23 20:30:45","1","16","<machine-learning><feature-selection><text-mining><feature-extraction>","1","1",""
"89825","2021-02-23 20:38:32","2","27","<clustering>","1","0",""
"89826","2021-02-23 23:36:11","0","9","<time-series><r><arima>","0","0",""
